idproduto;ean;descricaoproduto;pisclassificacaofiscal;pisaliquota;cofinsclassificacaofiscal;cofinsaliquota;csosn;codigoncm;aliquota;
36772;"7898142864245";"BON BON SORTIDO 750G";"49";0,00;"49";0,00;"500";"19053200";0,00;
18504;"7891035040412";"TIRA MANCHAS VANISH WHITE 1,5L";"49";0,00;"49";0,00;"500";"34025000";0,00;
18569;"7897434400840";"PEDRA SANITARIA Q ODOR MARINE";"04";0,00;"04";0,00;"102";"33074900";0,00;
18596;"7899026487208";"COND. ELSEVE QUERA LISO MQ";"04";0,00;"04";0,00;"500";"33059000";0,00;
18597;"7899026487178";"SHAMPOO ELSEVE QUERA-LISO MQ";"04";0,00;"04";0,00;"500";"33051000";0,00;
18601;"7896209401174";"PAO NUTRELLA 14 GRAOS 450G";"49";0,00;"49";0,00;"500";"19059010";0,00;
18613;"7898923779157";"BISCOITO DE POLVILHO TAYLIN 190G";"49";0,00;"49";0,00;"500";"19059090";0,00;
18621;"7896396106203";"CORTINA DE BOX C/VISOR";"49";0,00;"49";0,00;"102";"39249000";0,00;
18624;"7896011129396";"SUCO TRINK LARANJA BAHIA";"49";0,00;"49";0,00;"102";"21069010";0,00;
18625;"7896011129334";"SUCO TRINK ABACAXI/HORTELA";"49";0,00;"49";0,00;"102";"21069010";0,00;
18627;"7896279601504";"GORDURA VEGETAL COAMO 500G";"49";0,00;"49";0,00;"102";"15162000";0,00;
18628;"7896914001652";"PAPEL HIGIENICO COTTON C/4";"49";0,00;"49";0,00;"102";"48181000";0,00;
18631;"0000000018631";"BIFE A ROLE DA CASA KG";"";0,00;"";0,00;"102";"33061000";0,00;
18646;"0000000018646";"HAMBURGUEIRA ISOPOR COM 20 UN";"";0,00;"";0,00;"500";"39231090";0,00;
18662;"0000078931251";"BOMBOM BEIJINHO ARCOR UNID";"49";0,00;"49";0,00;"500";"19053200";0,00;
18672;"0000000018672";"PRESUNTO AURORA KG";"06";0,00;"06";0,00;"500";"16024900";0,00;
18668;"7896315102538";"MINI COROA LIMAO 250ML";"06";0,00;"06";0,00;"500";"22021000";0,00;
18692;"7622300820770";"TANG  GUARANA 18G";"49";0,00;"49";0,00;"102";"21069010";0,00;
18687;"0000000018687";"ASA GRANEL KG";"06";0,00;"06";0,00;"102";"02071413";0,00;
18688;"7891000096864";"GREGO NESTLE 540G LIGHT 3 SABORES";"49";0,00;"49";0,00;"102";"04032000";0,00;
18707;"7898121655611";"LIXEIRA COM PEDAL QUADRADA";"49";0,00;"49";0,00;"102";"39249000";0,00;
18714;"7891150022034";"CIF CREMOSO ORIGINAL 450ML";"49";0,00;"49";0,00;"102";"34054000";0,00;
18716;"7891150022027";"CIF LIMPEZA PROFUNDA LIMAO 450ML";"49";0,00;"49";0,00;"102";"34054000";0,00;
18722;"7791293014838";"DESODORANTE DOVE AEROSOL";"04";0,00;"04";0,00;"500";"33072010";0,00;
18723;"7897517209056";"ERVILHA FUGINI SACHE 200G";"49";0,00;"49";0,00;"102";"20054000";0,00;
18725;"7891200007899";"DUREPOXI 100G";"49";0,00;"49";0,00;"102";"35061090";0,00;
18881;"0000000018881";"MOCOTO BOVINO KG";"06";0,00;"06";0,00;"102";"02062990";0,00;
18883;"7898030350904";"IOGURTE PRIMEIRO MORANGO 120G";"49";0,00;"49";0,00;"102";"04032000";0,00;
18890;"7898245010389";"BISCOITO BEIJINHO DE LEITE CONDENSADO";"49";0,00;"49";0,00;"102";"19053100";0,00;
18891;"7898245010396";"BISCOITO GOIABINHA TESOURO DE MINAS 300G";"49";0,00;"49";0,00;"500";"19053100";0,00;
18893;"7898245010464";"AMANTEIGADOS DE FLOCOS TESOURO DE MINAS 350G";"49";0,00;"49";0,00;"500";"19053100";0,00;
18894;"7898245010280";"AMANTEIGADO DE CHOCOLATE TESOURO DE MINAS 350G";"06";0,00;"06";0,00;"102";"19053100";0,00;
18895;"7898245010402";"BISCOITO TESOURO DE MINAS 300G";"49";0,00;"49";0,00;"500";"19053100";0,00;
18739;"7896011129358";"SUCO TRINK LIMONADA SUICA";"49";0,00;"49";0,00;"102";"21069010";0,00;
18740;"7896011129341";"SUCO TRINK LARANJA/ACEROLA";"49";0,00;"49";0,00;"102";"21069010";0,00;
1885;"7897753601409";"ESPONJA DE ACO INOX";"49";0,00;"49";0,00;"500";"73231000";0,00;
18903;"7506174500207";"SNICKERS 45G";"49";0,00;"49";0,00;"500";"18063110";0,00;
18908;"7892892000557";"RODO ENXUGAO R55";"49";0,00;"49";0,00;"102";"96039000";0,00;
18909;"7892892000458";"RODO ENXUGAO M";"49";0,00;"49";0,00;"102";"96039000";0,00;
18913;"7892892000359";"RODO ENXUGAO P";"49";0,00;"49";0,00;"102";"96039000";0,00;
18929;"7891167011724";"ATUM EM PEDACOS NATURAL 120G";"49";0,00;"49";0,00;"500";"16041410";0,00;
18930;"7891962037226";"BOLINHO BAUDUCCO S/RECHEIO 40G";"49";0,00;"49";0,00;"102";"19059090";0,00;
18940;"7891109714447";"SANDALIA HAVAIANAS 29-30";"49";0,00;"49";0,00;"102";"64022000";0,00;
19028;"7898949643036";"COLHER DE EUCALIPTO M";"49";0,00;"49";0,00;"102";"44199000";0,00;
19027;"7898147771074";"PANELA DE PRESSAO PANELUX 10L";"49";0,00;"49";0,00;"102";"76151000";0,00;
19033;"7898049730186";"ESSENCIA DE BAUNILHA BRANCA 30ML";"49";0,00;"49";0,00;"102";"33021000";0,00;
19086;"7896030892660";"COPO DESCARTAVEL COPOBRAS 200ML";"49";0,00;"49";0,00;"500";"39241000";0,00;
19097;"7891149104932";"CERVEJA BRAHMA ZERO 350ML";"06";0,00;"06";0,00;"500";"22029100";0,00;
18760;"7898449000476";"RATOEIRA";"";0,00;"";0,00;"102";"73261900";0,00;
36129;"7500435154307";"CREME P/PENTEAR PANTENE BAMBU 240G";"04";0,00;"04";0,00;"500";"33059000";0,00;
18830;"7896763200022";"CAFE LUANA 500G";"49";0,00;"49";0,00;"102";"09012100";0,00;
18834;"7909006187889";"CHINELO CARTAGO DAKAR";"49";0,00;"49";0,00;"102";"64022000";0,00;
18860;"7896000705945";"TINURA COR E TON 1.0";"04";0,00;"04";0,00;"500";"33059000";0,00;
18987;"7898409951763";"CREME CHANTILLY SPRAY 240ML";"49";0,00;"49";0,00;"102";"21069090";0,00;
19036;"7898049730780";"CORANTE LIQUIDO VERDE 10ML";"49";0,00;"49";0,00;"102";"32041830";0,00;
19037;"7898049730810";"CORANTE LIQUIDO PRETO 10ML";"49";0,00;"49";0,00;"102";"32041830";0,00;
19038;"7898442722528";"PALITO P PIRULITO C 100UN";"";0,00;"";0,00;"102";"39173229";0,00;
19087;"7896030892684";"COPO DESCARTAVEL 300ML";"49";0,00;"49";0,00;"500";"39241000";0,00;
19043;"7899507100039";"COLORAU EXTRA BIG TEMPER 100G";"49";0,00;"49";0,00;"500";"21039021";0,00;
19063;"7899507102217";"PIMENTA DO REINO 40G";"49";0,00;"49";0,00;"102";"09041200";0,00;
19107;"7891360582083";"LAPISEIRA FABER";"";0,00;"";0,00;"102";"96084000";0,00;
19113;"7891150022003";"CIF CREMOSO LIMAO 250ML";"49";0,00;"49";0,00;"102";"34054000";0,00;
19116;"7891098038456";"CHA MATTE LEAO 250G";"49";0,00;"49";0,00;"500";"09030090";0,00;
19120;"7891000098950";"NESTON FLOCOS DE 3 CEREAIS 210G";"49";0,00;"49";0,00;"102";"11042900";0,00;
19136;"7891024177846";"SABONETE PALMOLIVE ESFOLIACAO SUAVE 150G";"49";0,00;"49";0,00;"102";"34011190";0,00;
19191;"0000000019191";"ETIQUETA ADERE 3 UN";"";0,00;"";0,00;"500";"48211000";0,00;
19200;"7898949499138";"COMINHO EM PO JEITO MINEIRO 8G";"49";0,00;"49";0,00;"102";"09093200";0,00;
19219;"0000000019219";"MARMITEX DE ISOPOR C/TAMPA 10UN";"06";0,00;"06";0,00;"102";"39259010";0,00;
19220;"0000000019220";"SACOLA DE PRESENTE P";"06";0,00;"06";0,00;"102";"39202090";0,00;
19304;"7891035040191";"VANISH SUPER BARRA 75G";"49";0,00;"49";0,00;"500";"34025000";0,00;
19389;"7896005401835";"SUCO DE UVA CONCENTRADO DAFRUTA 1L";"49";0,00;"49";0,00;"102";"21069010";0,00;
19408;"7891150026742";"SORVETE KIBON PASSAS AO RUM 1,5L";"49";0,00;"49";0,00;"102";"21050010";0,00;
19410;"7891150026773";"SORVETE KIBON CHICABON 1,5L";"49";0,00;"49";0,00;"102";"21050010";0,00;
19437;"7897510300132";"AGUA SANITARIA BARRA 2L";"49";0,00;"49";0,00;"500";"28289011";0,00;
19421;"7896011104157";"ROLINHO PARATI CHOCOLATE 50G";"49";0,00;"49";0,00;"500";"19053200";0,00;
36746;"7898625301205";"OLEO DE COCO EXTRA VIRGEM 100ML";"49";0,00;"49";0,00;"102";"15131900";0,00;
19435;"7896089312300";"VINAGRE PEIXE DE LIMAO 750ML";"49";0,00;"49";0,00;"102";"22090000";0,00;
19450;"7897510301825";"LAVA ROUPAS BARRA FRESH 500G";"49";0,00;"49";0,00;"500";"34025000";0,00;
19451;"7897510301405";"SABAO BARRA FRESH MULTI - ACAO 600G";"49";0,00;"49";0,00;"102";"34011900";0,00;
19453;"7898930340098";"COPO COPOFLEX 200ML";"49";0,00;"49";0,00;"500";"39241000";0,00;
19464;"7895144603223";"MENTOS TUTI FRUTI";"49";0,00;"49";0,00;"102";"17049020";0,00;
19494;"7896020160069";"TENYS PE BARUEL ANTISSEPTICO 100G";"04";0,00;"04";0,00;"500";"33072090";0,00;
19544;"0000000019544";"RACAO PEDIGREE ADULTO KG";"06";0,00;"06";0,00;"500";"23099010";0,00;
19594;"0000000019594";"EMBALAGEM REDONDA P/ TORTA S50";"";0,00;"";0,00;"102";"33061000";0,00;
19595;"0000000019595";"EMBALAGEM REDONDA P/ TORTA S32";"";0,00;"";0,00;"102";"33061000";0,00;
19597;"0000000019597";"APRESUNTADO SEARA KG";"49";0,00;"49";0,00;"500";"16024900";0,00;
19600;"7898235870092";"CACAROLA CRAQUEADO 26";"49";0,00;"49";0,00;"102";"76151000";0,00;
19605;"7898235868556";"CANECAO CB 12";"49";0,00;"49";0,00;"102";"76151000";0,00;
19606;"7898235868488";"CANECAO CB 14";"49";0,00;"49";0,00;"102";"76151000";0,00;
19607;"7898235868495";"CANECAO CB 16";"49";0,00;"49";0,00;"102";"76151000";0,00;
19608;"0000000019608";"PAO TRANCA ARIETE";"06";0,00;"06";0,00;"102";"19059090";0,00;
19614;"7891991009737";"ANTARCTICA LITRAO PILSEN";"06";0,00;"06";0,00;"500";"22030000";0,00;
19618;"7891149103041";"BRAHMA CHOPP LITRAO";"06";0,00;"06";0,00;"500";"22030000";0,00;
19620;"7898940573745";"AMACIANTE MAX LIMP TRADICIONAL 2L";"49";0,00;"49";0,00;"500";"38099190";0,00;
19634;"7894494004018";"CADERNO CALIGRAFIA";"49";0,00;"49";0,00;"500";"48202000";0,00;
19655;"7896018703063";"LENCOS UMEDECIDOS BABY WIPES";"04";0,00;"04";0,00;"500";"34011190";0,00;
19657;"7891118011957";"PIRULITO BIG BIG TUTTI FRUTTI";"49";0,00;"49";0,00;"102";"17049020";0,00;
19662;"7891008367027";"BATON AO LEITE 480G";"49";0,00;"49";0,00;"500";"18063210";0,00;
19663;"7891008533729";"BATON DUO 480G";"49";0,00;"49";0,00;"500";"18063210";0,00;
19664;"7891008331028";"BATON BRANCO 480G";"06";0,00;"06";0,00;"500";"17049010";0,00;
19720;"7897395020217";"CERVEJA ITAIPAVA 473ML";"06";0,00;"06";0,00;"500";"22030000";0,00;
19724;"7891150022010";"CIF ORIGINAL 250ML";"49";0,00;"49";0,00;"102";"34054000";0,00;
19726;"0000000019726";"RACAO PEDDY MAIS 15KG";"";0,00;"";0,00;"102";"23099010";0,00;
19737;"7898325412461";"BEBIDA LACTEA DE MORANGO CAVIL 1KG";"49";0,00;"49";0,00;"500";"22029900";0,00;
19740;"7898953406016";"GELEIA DE MOCOTO ELLO NATURAL 220G";"49";0,00;"49";0,00;"102";"21069090";0,00;
19741;"7894321222127";"COOKIE TODDY 40G";"49";0,00;"49";0,00;"500";"19053100";0,00;
19842;"7791293022598";"DESODORANTE REXONA MEN ACTIVE 150ML";"04";0,00;"04";0,00;"500";"33072010";0,00;
19844;"7791293022567";"DESODORANTE REXONA MEN V8 150ML";"04";0,00;"04";0,00;"500";"33072010";0,00;
19852;"7891150019508";"SHAMPOO CLEAR 200ML";"04";0,00;"04";0,00;"500";"33051000";0,00;
19855;"7791293022581";"DESODORANTE AEROSOL REXONA MEN XTRACOOL 150ML";"04";0,00;"04";0,00;"500";"33072010";0,00;
19861;"7891035024931";"SBP AUTOMATICO 1 APARELHO LT 250ML";"49";0,00;"49";0,00;"102";"38089119";0,00;
19870;"7891055520017";"ESCOVA DE BANHO CONDOR";"06";0,00;"06";0,00;"500";"33059000";0,00;
19906;"7896090401291";"SABONETE HYDRATTA 90G";"49";0,00;"49";0,00;"102";"34011190";0,00;
19909;"7896011103532";"BISCOITO AGUA E SAL PARATI 740G";"49";0,00;"49";0,00;"102";"19053100";0,00;
19922;"7898940573226";"CLORO MAX LIMP 1L";"49";0,00;"49";0,00;"102";"28011000";0,00;
19931;"7896058599473";"GRANULADO CHOCOLATE DORI 120G";"49";0,00;"49";0,00;"500";"18069000";0,00;
19932;"0000000019932";"GALINHA CAIPIRA KG";"06";0,00;"06";0,00;"102";"85444900";0,00;
19957;"0000000019957";"PE DE GALINHA KG";"06";0,00;"06";0,00;"102";"02071434";0,00;
20124;"7898442724836";"VELA AZUL N1";"49";0,00;"49";0,00;"102";"34060000";0,00;
20002;"7865566633535";"TOALHA DE MESA BORDADA";"49";0,00;"49";0,00;"102";"63025100";0,00;
20130;"7898442725062";"VELA ROSA N6";"49";0,00;"49";0,00;"102";"34060000";0,00;
20131;"7898442724928";"VELA BRANCA N1";"49";0,00;"49";0,00;"102";"34060000";0,00;
20133;"7896217105323";"BALAO AZUL N7";"49";0,00;"49";0,00;"102";"95059000";0,00;
20135;"7896089324037";"VINAGRE DE CEREAL ARROZ 750ML";"49";0,00;"49";0,00;"102";"22090000";0,00;
20136;"7898442724973";"VELA BRANCA 6";"49";0,00;"49";0,00;"102";"34060000";0,00;
20144;"7891167011779";"ATUM RALADO NATURAL GOMES DA COSTA 170G";"49";0,00;"49";0,00;"500";"16042010";0,00;
20149;"7897639390113";"PAO DE MEL BATATA 350G";"49";0,00;"49";0,00;"500";"19059090";0,00;
20169;"7891150027848";"KETCHUP HELMANS 380G";"49";0,00;"49";0,00;"500";"21032010";0,00;
36004;"7500435154239";"SH PANTENE BAMBU 400ML";"04";0,00;"04";0,00;"500";"33051000";0,00;
20174;"7898133670428";"FEIJAO PRETO PATUSCO 1KG";"49";0,00;"49";0,00;"102";"07133319";0,00;
20176;"7898133670404";"FEIJAO VERMELHO PATUSCO 1KG";"49";0,00;"49";0,00;"102";"07133399";0,00;
20177;"7898133670558";"ALPISTE PATUSCO 500G";"49";0,00;"49";0,00;"102";"10083090";0,00;
20178;"7898133670459";"MILHO DE PIPOCA PATUSCO 500G";"49";0,00;"49";0,00;"102";"10059010";0,00;
20183;"7898215151883";"CREME DE LEITE PIRACANJUBA 1KG";"49";0,00;"49";0,00;"102";"04015021";0,00;
20185;"7898573030202";"DESINFETANTE MAX LIMP PINHO 2L";"49";0,00;"49";0,00;"102";"38089419";0,00;
20186;"7898573030219";"DESINFETANTE EUCALIPTO MAX LIMP 2L";"49";0,00;"49";0,00;"102";"38089419";0,00;
20187;"7898573030257";"DESINFETANTE MAX LIMP LAVANDA 2L";"49";0,00;"49";0,00;"102";"38089419";0,00;
20188;"7897639399758";"BROA DE FUBA ABELHINHA 300G";"49";0,00;"49";0,00;"500";"19059090";0,00;
20492;"7891000099032";"FARINHA LACTEA NESTLE 210G";"49";0,00;"49";0,00;"500";"19011020";0,00;
20499;"7896018703070";"TOALHA UMEDECIDA HUGLIES 96";"04";0,00;"04";0,00;"500";"34011190";0,00;
20500;"7898133670381";"FARINHA DE MANDIOCA PATUSCO 1KG";"49";0,00;"49";0,00;"102";"11062000";0,00;
20501;"7898133670374";"FARINHA DE MANDIOCA TORRADA PATUSCO 1KG";"49";0,00;"49";0,00;"102";"11062000";0,00;
20512;"7891150007680";"PICOLE FRUTILLY MORANGO";"49";0,00;"49";0,00;"102";"21050010";0,00;
20530;"7898174850773";"AZEITONA TIO PACO SACHE 100G";"49";0,00;"49";0,00;"500";"20057000";0,00;
20036;"7898549354882";"RALADOR DE METAL WINCY";"49";0,00;"49";0,00;"500";"82055100";0,00;
20074;"0000000020074";"LINGUA BOVINA KG";"06";0,00;"06";0,00;"102";"02102000";0,00;
20075;"7891035024917";"REFIL SBP AUTOMATICO MULTI 250ML";"49";0,00;"49";0,00;"102";"38089119";0,00;
20076;"7891035024955";"REFIL SBP AUTOMATICO CITRONELA 250ML";"06";0,00;"06";0,00;"102";"38089119";0,00;
20263;"7897409300922";"GARRAFA 1,8L";"49";0,00;"49";0,00;"102";"39269090";0,00;
20234;"7891528112534";"ESCOVA DENTAL SORRISO TRIPLA";"04";0,00;"04";0,00;"102";"96032100";0,00;
20254;"7896581353252";"FIGADO DE FRANGO PIF PAF 500G";"49";0,00;"49";0,00;"102";"02071431";0,00;
20272;"7899621600132";"XAROPE GUARANA ATIV PLUS 1L";"49";0,00;"49";0,00;"102";"21069010";0,00;
20273;"7898133670442";"TRIGO P/QUIBE PATUSCO 500G";"99";0,00;"99";0,00;"102";"19043000";0,00;
20274;"7898133670541";"FARINHA DE ROSCA PATUSCO 500G";"49";0,00;"49";0,00;"102";"19019090";0,00;
20282;"7896040706155";"CASA PERFUME PASSIONE 500ML";"49";0,00;"49";0,00;"500";"34025000";0,00;
20329;"7891000051436";"BISCOITO PASSATEMPO LEITE 150G";"49";0,00;"49";0,00;"102";"19053100";0,00;
20345;"7865566633511";"CENTRO DE MESA";"49";0,00;"49";0,00;"102";"63025990";0,00;
20346;"0000000020346";"JOGO DE BANHEIRO ARTESANAL";"49";0,00;"49";0,00;"102";"57019000";0,00;
20347;"7896011103518";"BISCOITO MARIA PARATI 740G";"49";0,00;"49";0,00;"102";"19053100";0,00;
20354;"7898245010228";"BISCOITO DE POLVILHO 110G";"49";0,00;"49";0,00;"500";"19059090";0,00;
20371;"7898245010181";"ROSQUINHA DE COCO 350G";"49";0,00;"49";0,00;"500";"19053100";0,00;
20382;"7891035024979";"APARELHO SBP C REFIL CITRONELA 250ML";"49";0,00;"49";0,00;"102";"38089119";0,00;
20434;"7898235868778";"ASSADEIRA CAROLA ALTA 02";"49";0,00;"49";0,00;"102";"76151000";0,00;
20435;"7898235868792";"ASSADEIRA CAROLA ALTA 04";"49";0,00;"49";0,00;"102";"76151000";0,00;
20454;"0000000020454";"MILHO MOIDO SACO 40KG";"06";0,00;"06";0,00;"102";"33061000";0,00;
20567;"7891055020081";"VASSOURA CONDOR MADRI";"49";0,00;"49";0,00;"102";"96039000";0,00;
20644;"7892840221843";"DORITOS 200G";"49";0,00;"49";0,00;"500";"19041000";0,00;
20646;"7898133670565";"GIRASSOL PATUSCO 500G";"49";0,00;"49";0,00;"102";"12060090";0,00;
20722;"7897070701806";"BALA DE COCO BRIE 150G";"49";0,00;"49";0,00;"102";"17049020";0,00;
20737;"7898949499176";"COLORAU JEITO MINEIRO 30G";"49";0,00;"49";0,00;"500";"21039021";0,00;
20740;"7897510301122";"DESINFETANTE BARRA TRADICIONAL 500ML";"49";0,00;"49";0,00;"102";"38089419";0,00;
20748;"7897510301566";"DESINFETANTE BARRA FLORAL 500ML";"49";0,00;"49";0,00;"102";"38089419";0,00;
20755;"7897510301580";"DESINFETANTE BARRA CAMPESTRE 500ML";"49";0,00;"49";0,00;"102";"38089419";0,00;
20770;"7891080400674";"GORDURA VEGETAL PRIMOR 500G";"49";0,00;"49";0,00;"102";"15162000";0,00;
20780;"7899304803737";"SHAMPOO BEBE NATUREZA SUAVE 230ML";"04";0,00;"04";0,00;"500";"33051000";0,00;
20786;"7891118025893";"PIRULITO BIG BIG MORANGO 500G";"49";0,00;"49";0,00;"102";"17049090";0,00;
20818;"7898930672618";"ASSADAO CHURRASCO LIDER 45CMX5M";"";0,00;"";0,00;"102";"39204390";0,00;
20899;"7891528012582";"ESCOVA DE DENTE SORRISO C/3";"04";0,00;"04";0,00;"102";"96032100";0,00;
20906;"7893000079298";"MARGARINA QUALY 1KG";"49";0,00;"49";0,00;"500";"15171000";0,00;
20907;"7898133670367";"FARINHA MANDIOCA AMARELA PATUSCO 1KG";"49";0,00;"49";0,00;"102";"11062000";0,00;
20934;"7898041790768";"ROSQUINHA VALE DO PRATA LEITE 350G";"49";0,00;"49";0,00;"500";"19053100";0,00;
20936;"7898041790546";"SEQUILHOS VALE DO PRATA COCO 350G";"49";0,00;"49";0,00;"500";"19059090";0,00;
20929;"7891035800054";"VEJA COZINHA 500ML";"49";0,00;"49";0,00;"500";"34025000";0,00;
20930;"7891035800061";"VEJA X-14 TIRA LIMO 500ML";"49";0,00;"49";0,00;"500";"34025000";0,00;
20931;"7898244860015";"MARIOLA FAZENDINHA 900G";"49";0,00;"49";0,00;"500";"20079990";26,00;
20937;"7898041790577";"SEQUILHOS VALE DO PRATA BANANA/CANELA 350G";"49";0,00;"49";0,00;"500";"19053100";0,00;
20938;"7898041790553";"SEQUILHOS VALE DO PRATA LEITE  350G";"49";0,00;"49";0,00;"500";"19059090";0,00;
20965;"7898049730728";"CORANTE LIQ VERMELHO 10ML";"49";0,00;"49";0,00;"102";"32041830";0,00;
20960;"7898567700944";"DESENGRIPANTE LUB FAST 300ML";"49";0,00;"49";0,00;"102";"38249941";0,00;
20963;"7898041790751";"ROSQUINHA VALE DO PRATA COCO 350G";"49";0,00;"49";0,00;"500";"19053100";0,00;
20971;"7891024160923";"COND. PALMOLIVE HIDR. LUMINOSA 350ML";"04";0,00;"04";0,00;"500";"33059000";0,00;
20972;"7791293023175";"DESODORANTE REXONA MEN FANATICS 150ML";"04";0,00;"04";0,00;"500";"33072010";0,00;
20977;"7896183210083";"LEITE EM PO INTEGRAL GLORIA SCH 360G";"49";0,00;"49";0,00;"102";"04022110";0,00;
20986;"7891055111109";"ESCOVA LAVAR CONDOR MULTIUSO";"49";0,00;"49";0,00;"102";"96039000";0,00;
20981;"7891132008698";"SAZON TEMPERO TOQUE DE ALHO";"49";0,00;"49";0,00;"500";"21039021";0,00;
20982;"7891132008711";"SAZON TEMPERO TOQUE DE ALECRIM";"49";0,00;"49";0,00;"500";"21039021";0,00;
20999;"0650240012730";"SABONETE ASEPXIA 80G";"49";0,00;"49";0,00;"102";"34011190";0,00;
21002;"7898133670411";"FEIJAO CARIOQUINHA PATUSCO 1KG";"49";0,00;"49";0,00;"102";"07133399";0,00;
21015;"0000000021015";"CORACAO BOVINO KG";"06";0,00;"06";0,00;"102";"33061000";0,00;
21018;"4005808715688";"DESOD. NIVEA STRESS PROTECT 150ML";"04";0,00;"04";0,00;"500";"33072010";0,00;
21060;"7894650003879";"INSETICIDA RAID 420ML";"49";0,00;"49";0,00;"102";"38089119";0,00;
21085;"7898133670466";"CANJICA BRANCA PATUSCO 500G";"49";0,00;"49";0,00;"102";"11042300";0,00;
21086;"7898133670510";"FEIJAO BRANCO PATUSCO 500G";"49";0,00;"49";0,00;"102";"07133329";0,00;
21093;"7891150020689";"SABAO OMO LAVAGEM PERFEITA LIQUIDO 3L";"49";0,00;"49";0,00;"500";"34025000";0,00;
21097;"7898949021032";"VELA VIVA N8";"49";0,00;"49";0,00;"102";"34060000";0,00;
21108;"7891132008704";"SAZON TEMPRO TOQUE DE LIMAO";"49";0,00;"49";0,00;"500";"21039021";0,00;
21117;"7896193253803";"ETIQUETA";"49";0,00;"49";0,00;"102";"48219000";0,00;
21119;"7791293022819";"DESOD. DOVE MEN INVISIBLE DRY";"04";0,00;"04";0,00;"500";"33072010";0,00;
21122;"7891000101506";"MOLICO NESTLE DESNATADO 280G";"49";0,00;"49";0,00;"102";"04022120";0,00;
21123;"7892840808037";"GATORADE LIMAO 500ML";"06";0,00;"06";0,00;"500";"22029900";0,00;
21143;"7893000072299";"ISCAS DE FRANGO SADIA 300G";"49";0,00;"49";0,00;"500";"16023230";0,00;
21151;"0000000021151";"MUCARELA PRIMEIRO KG";"06";0,00;"06";0,00;"102";"04061010";0,00;
21162;"7898344030752";"ALVEJANTE SEM CLORO LIMPADUA 2L";"49";0,00;"49";0,00;"500";"34029090";0,00;
21163;"7898344030271";"DESINFETANTE CLOROLIMP 5L";"49";0,00;"49";0,00;"102";"38089429";0,00;
21165;"7898344030769";"LIMPADOR LIMPADUA LAVANDA 1L";"49";0,00;"49";0,00;"500";"34025000";0,00;
22815;"7894900031751";"FANTA LARANJA 1,5L";"06";0,00;"06";0,00;"500";"22021000";0,00;
21217;"7898587764889";"SHAMPOO ELSEVE 200ML";"04";0,00;"04";0,00;"500";"33051000";0,00;
21268;"7891024110355";"SABONETE PALMOLIVE HIDRATACAO LUMINOSA 150G";"49";0,00;"49";0,00;"102";"34011190";0,00;
21278;"7898930340074";"COPO DESCARTAVEL COPOPLAST 300ML";"49";0,00;"49";0,00;"500";"39241000";0,00;
21287;"7896083800025";"AGUA SANITARIA QBOA 2L";"49";0,00;"49";0,00;"500";"28289011";0,00;
21315;"7896902209138";"ACETONA FARMAX 500ML";"04";0,00;"04";0,00;"500";"33043000";0,00;
21316;"7891010781668";"SABONETE JONHSONS";"49";0,00;"49";0,00;"102";"34011190";0,00;
22470;"7791293022635";"DESODORANTE REXONA MEN INVISIBLE 150ML";"04";0,00;"04";0,00;"500";"33072010";0,00;
21327;"7891150029538";"COND. TRESSEME TRESPLEX";"04";0,00;"04";0,00;"500";"33059000";0,00;
21331;"7891024160916";"SHAMPOO PALMOLIVE HIDRAT. LUMINOSA";"04";0,00;"04";0,00;"500";"33051000";0,00;
21333;"7891150029606";"SHAMPOO TRESSEME BLINDAGEM 400ML";"04";0,00;"04";0,00;"500";"33051000";0,00;
21445;"0000000021445";"FRANGO CONGELADO FERREIRA KG";"06";0,00;"06";0,00;"102";"33061000";0,00;
21449;"7891150033917";"SABONETE LUX 90G";"49";0,00;"49";0,00;"102";"34011190";0,00;
21450;"7891150033924";"SABONETE LUX 90G";"49";0,00;"49";0,00;"102";"34011190";0,00;
21457;"7896902209114";"ACETONA FARMAX 100ML";"04";0,00;"04";0,00;"500";"33043000";0,00;
21527;"7898244860077";"MARIOLA FAZENDINHA 450G";"49";0,00;"49";0,00;"500";"20079990";0,00;
21528;"7897070700045";"BALA DE COCO BRIE 400G";"49";0,00;"49";0,00;"102";"17049020";0,00;
21530;"7898247040414";"EXTRATO DE PROPOLIS 20ML";"49";0,00;"49";0,00;"102";"21069030";0,00;
21535;"7622300842468";"BALA HALLS";"49";0,00;"49";0,00;"102";"17049020";0,00;
21547;"7891000050880";"CEREAL SNOW FLAKES 120G";"49";0,00;"49";0,00;"500";"19041000";0,00;
21592;"7896007541874";"ABSORV. INTERNO INTIMUS SUPER";"49";0,00;"49";0,00;"500";"96190000";0,00;
21643;"7896982900147";"CHUPETA BICO ACHATADO PEPETA";"49";0,00;"49";0,00;"102";"39269040";0,00;
21725;"7898124620012";"SAL REFINADO DUNORTE 1KG";"49";0,00;"49";0,00;"102";"25010020";0,00;
21744;"7898442725093";"VELA ROSA N9";"06";0,00;"06";0,00;"102";"34060000";0,00;
21745;"7898442725079";"VELA ROSA N 7";"49";0,00;"49";0,00;"102";"34060000";0,00;
21746;"7898442725017";"VELA ROSA N1";"49";0,00;"49";0,00;"102";"34060000";0,00;
21748;"7898442724935";"VELA BRANCA N 2";"49";0,00;"49";0,00;"102";"34060000";0,00;
