idproduto;ean;descricaoproduto;pisclassificacaofiscal;pisaliquota;cofinsclassificacaofiscal;cofinsaliquota;csosn;codigoncm;aliquota;
5;"7898031170112";"SABAO EM PO INVICTO 800G";"49";0,00;"49";0,00;"500";"34025000";0,00;
14;"7896060401603";"SABAO EM PO DE COCO RUTH 500G";"49";0,00;"49";0,00;"500";"34025000";0,00;
19;"7891035500008";"LUSTRA MOVEIS POLIFLOR JASMIN 200ML";"49";0,00;"49";0,00;"102";"34052000";0,00;
20;"7896050500071";"OLEO KING 100 ML";"49";0,00;"49";0,00;"500";"27101931";0,00;
21;"0000078901919";"OLEO DE PEROBA 100ML";"49";0,00;"49";0,00;"102";"27101999";0,00;
23;"7891035502200";"LUSTRA-MOVEIS POLIFLOR LAVANDA 200ML";"49";0,00;"49";0,00;"102";"34052000";0,00;
28;"7891035210006";"VEJA MULTIUSO ORIGINAL 500ML";"49";0,00;"49";0,00;"500";"34025000";0,00;
31;"7896040704632";"CASA E PERFUME BELA FLORE 500ML";"49";0,00;"49";0,00;"500";"34025000";0,00;
32;"7896040704618";"CASA E PERFUME SENSUALIDAD 500ML";"49";0,00;"49";0,00;"500";"34025000";0,00;
38;"7891035224102";"VEJA VIDREX LIMPA VIDROS CRISTAL 500ML";"49";0,00;"49";0,00;"500";"34025000";0,00;
30704;"7896020620020";"CADEIRA DE PRAIA ACO - MOR";"49";0,00;"49";0,00;"102";"94017900";0,00;
52;"0070612001238";"GRAND PRIX TRADICIONAL 200G";"49";0,00;"49";0,00;"102";"34053000";0,00;
58;"7896423800029";"VELAS CHAMA N  6";"49";0,00;"49";0,00;"102";"34060000";0,00;
61;"7896506000018";"LIMPA ALUMINIO MIX 500ML";"49";0,00;"49";0,00;"500";"34025000";0,00;
62;"7891022639001";"DETERGENTE LIMPOL MACA 500ML";"49";0,00;"49";0,00;"500";"34025000";0,00;
63;"7891022638004";"DETERGENTE LIMPOL NEUTRO 500ML";"49";0,00;"49";0,00;"500";"34025000";0,00;
64;"7891022637007";"DETERGENTE LIMPOL LIMAO 500ML";"49";0,00;"49";0,00;"500";"34025000";0,00;
65;"7891022100372";"DETERGENTE LIMPOL CRISTAL 500ML";"49";0,00;"49";0,00;"500";"34025000";0,00;
66;"7891022640007";"DETERGENTE LIMPOL COCO 500ML";"49";0,00;"49";0,00;"500";"34025000";0,00;
67;"7896098900208";"DETERGENTE YPE NEUTRO 500ML";"49";0,00;"49";0,00;"500";"34025000";0,00;
68;"7896098900215";"DETERGENTE YPE MACA 500ML";"49";0,00;"49";0,00;"500";"34025000";0,00;
69;"7896098900222";"DETERGENTE YPE LIMAO 500ML";"49";0,00;"49";0,00;"500";"34025000";0,00;
70;"7896098900253";"DETERGENTE YPE 500ML";"49";0,00;"49";0,00;"500";"34025000";0,00;
71;"7896098900239";"DETERGENTE YPE COCO 500ML";"49";0,00;"49";0,00;"500";"34025000";0,00;
83;"7897664100039";"SABAO EM BARRA MINUANO AZUL 1KG";"49";0,00;"49";0,00;"102";"34011900";0,00;
84;"7897664100022";"MINUANO GLICERINADO 1KG";"49";0,00;"49";0,00;"102";"34011900";0,00;
86;"7896060401443";"SABAO DE COCO PASTA RUTH 500G";"49";0,00;"49";0,00;"102";"34012090";0,00;
89;"7891038160308";"AGUA SANITARIA BRILHANTE 1L";"49";0,00;"49";0,00;"500";"28289011";0,00;
99;"7896110061221";"PAPEL TOALHA SNOB  BRANCA MULTIUSO";"49";0,00;"49";0,00;"500";"48189090";0,00;
102;"7896339810334";"PAPEL HIG. PLUS 30M C/4";"49";0,00;"49";0,00;"102";"48181000";0,00;
117;"7896031302014";"PAPEL ALUMINIO ROLITTO 7.5 M X 30 CM";"49";0,00;"49";0,00;"102";"76071990";0,00;
119;"7896089403022";"GUARDANAPO BOB C/ 50UN.";"49";0,00;"49";0,00;"500";"48183000";0,00;
121;"7891055111604";"ESCOVA OVAL MADEIRA CONDOR";"49";0,00;"49";0,00;"102";"96039000";0,00;
123;"7896451800442";"RESISTENCIA P/CHUVEIRO LORENZETTI";"49";0,00;"49";0,00;"500";"85168010";0,00;
125;"7791130002554";"NUGGET PASTA PRETO 36G";"49";0,00;"49";0,00;"102";"34051000";0,00;
129;"7891035570100";"NUGGET LIQUIDO MARROM 60ML";"49";0,00;"49";0,00;"102";"34051000";0,00;
142;"7897750770917";"PANO PARA PIA COLORS ALKLIN";"49";0,00;"49";0,00;"102";"63071000";0,00;
144;"7896451824776";"DUCHA LORENZETTI 127V 4600W";"49";0,00;"49";0,00;"500";"85161000";0,00;
30706;"7896210501108";"CANTOLINDO VERMIFUGO 15ML";"49";0,00;"49";7,60;"102";"30045090";0,00;
183;"7891022161007";"BOM BRIL 4 UN";"49";0,00;"49";0,00;"500";"73231000";0,00;
199;"7891022080049";"PINHO BRIL SILVESTRE  1L";"49";0,00;"49";0,00;"102";"38089419";0,00;
201;"7891022101096";"PINHO BRIL LAVANDA  1L";"49";0,00;"49";0,00;"102";"38089419";0,00;
202;"7891022100334";"PINHO BRIL FLORES DE LIMAO 1L";"49";0,00;"49";0,00;"102";"38089419";0,00;
203;"7891022100990";"PINHO BRIL LAVANDA 500ML";"49";0,00;"49";0,00;"102";"38089419";0,00;
205;"7891022100280";"PINHO BRIL FLORES DE LIMAO 500ML";"49";0,00;"49";0,00;"102";"38089419";0,00;
206;"7891024194102";"PINHO SOL ORIGINAL 500ML";"49";0,00;"49";0,00;"102";"38089419";0,00;
30708;"7896005218099";"GELATINA SOL UVA 25G";"49";0,00;"49";0,00;"102";"21069029";0,00;
31033;"7891991014236";"BOHEMIA LATA 473ML";"06";0,00;"06";0,00;"500";"22030000";0,00;
36107;"0000080052487";"RAFFAELLO 30G";"49";0,00;"49";0,00;"500";"17049090";0,00;
31911;"7897000800548";"DESINFETANTE LYSOFORM BRUTO 1L";"49";0,00;"49";0,00;"102";"38089419";0,00;
32160;"7891008108354";"TALENTO CREME DE AVELA 90G";"49";0,00;"49";0,00;"500";"18063110";0,00;
5697;"0074468906044";"FILE DE TILAPIA ARAUJO 500G";"49";0,00;"49";0,00;"102";"03043100";0,00;
262;"7896001016712";"VASSOURA NOVICA";"49";0,00;"49";0,00;"102";"96039000";0,00;
265;"7891024161913";"SHAMPOO PALMOLIVE LISOS RADIANTES 350ML";"04";0,00;"04";0,00;"500";"33051000";0,00;
268;"7891024174210";"SHAMPOO PALMOLIVE CERAMIDAS FORCE";"04";0,00;"04";0,00;"500";"33051000";0,00;
269;"7891024158609";"SHAMPOO PALMOLIVE 350ML";"04";0,00;"04";0,00;"500";"33051000";0,00;
272;"7891024174036";"SHAMPOO PALMOLIVE FRIZZ RESIST 350ML";"04";0,00;"04";0,00;"500";"33051000";0,00;
274;"7891024171639";"SHAMPOO PALMOLIVE NUTRI EXTRA 350ML";"04";0,00;"04";0,00;"500";"33051000";0,00;
275;"7891024172230";"SHAMPOO PALMOLIVE 350ML";"04";0,00;"04";0,00;"500";"33051000";0,00;
276;"7891024174135";"SHAMPOO PALMOLIVE KIDS 350ML";"04";0,00;"04";0,00;"500";"33051000";0,00;
281;"7891024170335";"COND. PALMOLIVE NUTRI LISS 350ML";"04";0,00;"04";0,00;"500";"33059000";0,00;
282;"7891024172537";"CONDICIONADOR PALMOLIVE 350ML";"04";0,00;"04";0,00;"500";"33059000";0,00;
285;"7891024172339";"COND. PALMOLIVE MACIEZ PROLONGADA";"04";0,00;"04";0,00;"500";"33059000";0,00;
286;"7891024174432";"COND. PALMOLIVE ANTIARMADO 350ML";"04";0,00;"04";0,00;"500";"33059000";0,00;
288;"7891024158708";"CONDICIONADOR PALMOLIVE 350ML";"04";0,00;"04";0,00;"500";"33059000";0,00;
290;"7891024174715";"COND. PALMOLIVE CERAMIDAS FORCE 350ML";"04";0,00;"04";0,00;"500";"33059000";0,00;
30846;"7891962012735";"CHOCOTTONE BAUDUCCO 500G";"49";0,00;"49";0,00;"102";"19052010";0,00;
31269;"0071603125940";"TESOURA ERGONOMICA PARA BEBES ISABABY";"49";0,00;"49";0,00;"500";"82130000";0,00;
32604;"7893249177724";"HAVAIANA FLASH SWEET LILAS/LAVANDA 37/38";"49";0,00;"49";0,00;"102";"64022000";7,00;
371;"7896014123902";"CONDICIONADOR ELSEVE COLORVIVE 200ML";"04";0,00;"04";0,00;"500";"33059000";7,00;
408;"7896007540600";"ABSORVENTE INTIMUS SUAVE S/ABAS 8UN";"49";0,00;"49";0,00;"500";"96190000";0,00;
409;"7896007540617";"ABSORVENTE INTIMUS SUAVE C/ABAS 8UN";"49";0,00;"49";0,00;"500";"96190000";0,00;
415;"7896007540662";"ABSORV. INTIMUS NOTURNO SUAVE C/ABAS 8UN";"49";0,00;"49";0,00;"102";"96190000";0,00;
418;"7891010010577";"ABSORV. OB INTERNO SUPER";"49";0,00;"49";0,00;"500";"96190000";0,00;
32126;"7896011107851";"BISCOITO COOKIE PARATI BAU/CHOC 60G";"49";0,00;"49";0,00;"500";"19053100";0,00;
32617;"7893249711508";"HAVAIANA SLIM GLOSS AZUL ACO 35/36";"49";0,00;"49";0,00;"102";"64022000";7,00;
32618;"7893249711515";"HAVAIANA SLIM GLOSS AZUL ACO 37/38";"49";0,00;"49";0,00;"102";"64022000";7,00;
469;"7891037000322";"CREME PENT. SEDA CACHOS DEFINIDOS 300ML";"04";0,00;"04";0,00;"500";"33059000";0,00;
471;"7891037010048";"CREME PENTEAR SEDA LISO PERFEITO 200ML";"04";0,00;"04";0,00;"500";"33059000";0,00;
473;"7891037144705";"CREME PENTEAR SEDA CERAMIDAS 300ML";"04";0,00;"04";0,00;"500";"33059000";0,00;
474;"7898422745301";"CREME PENTEAR SEDA 300ML";"04";0,00;"04";0,00;"500";"33059000";0,00;
32622;"7893249711553";"HAVAIANA SLIM GLOSS ROSA BALLET 35/36";"49";0,00;"49";0,00;"102";"64022000";0,00;
21516;"7894900530001";"AGUA MINERAL CRYSTAL 500ML";"49";0,00;"49";0,00;"102";"22011000";0,00;
36044;"7896799210231";"COENTRO EM PO 10G";"49";0,00;"49";0,00;"102";"09092200";0,00;
32623;"7893249711560";"HAVAIANA SLIM GLOSS ROSA BALLET 37/38";"49";0,00;"49";0,00;"102";"64022000";0,00;
32624;"7893249711577";"HAVAIANA SLIM GLOSS ROSA BALLET 39/40";"49";0,00;"49";0,00;"102";"64022000";0,00;
524;"7891176111088";"CONDICIONADOR NEUTROX 500ML";"04";0,00;"04";0,00;"500";"33059000";0,00;
531;"7891037645653";"CREME TRIM  65G";"04";0,00;"04";0,00;"500";"33059000";0,00;
532;"7891350011043";"CREME BARBEAR BOZZANO ALOE 65G";"04";0,00;"04";0,00;"500";"33071000";0,00;
534;"7891528038834";"CREME DENTAL TANDY UVA 50G";"49";0,00;"49";0,00;"102";"33061000";0,00;
535;"7891528038827";"CREME DENTAL TANDY TUTTI FRUTTI 50G";"49";0,00;"49";0,00;"102";"33061000";0,00;
536;"7891528038810";"CREME DENTAL TANDY MORANGO 50G";"49";0,00;"49";0,00;"102";"33061000";0,00;
541;"7891528030142";"CREME DENTAL SORRISO 90G";"49";0,00;"49";0,00;"102";"33061000";0,00;
543;"7891528038001";"CREME DENTAL SORRISO AZUL 180G";"49";0,00;"49";0,00;"102";"33061000";0,00;
547;"7793100111143";"CREME DENTAL COLGATE TOTAL12 90G";"49";0,00;"49";0,00;"102";"33061000";0,00;
548;"7891024132005";"CD COLGATE TRIPLA ACAO ORIGINAL 90G";"49";0,00;"49";0,00;"102";"33061000";0,00;
551;"7891024132128";"CD COLGATE TRIPLA ACAO HORTELA 90G";"49";0,00;"49";0,00;"102";"33061000";0,00;
552;"7891024134702";"CREME DENTAL COLGATE MPA 90G";"49";0,00;"49";0,00;"102";"33061000";0,00;
553;"7891037006324";"CREME DENTAL CLOSEUP EUCALYPTUS 90G";"49";0,00;"49";0,00;"102";"33061000";0,00;
554;"7891037744356";"CREME DENTAL CLOSEUP VERMELHO 90G";"49";0,00;"49";0,00;"102";"33061000";0,00;
609;"0070330909229";"ISQUEIRO BIC";"49";0,00;"49";0,00;"102";"96131000";0,00;
610;"7891200190942";"SUPER BONDER ORIGINAL";"49";0,00;"49";0,00;"102";"35061010";0,00;
611;"8888021201444";"PILHA AA2 EVEREADY";"49";0,00;"49";0,00;"102";"85061019";0,00;
612;"8888021201468";"PILHA EVEREADY PALITO AAA2";"49";0,00;"49";0,00;"102";"85061019";0,00;
32784;"7896484412162";"REQUEIJAO TRADICIONAL SELITA";"06";0,00;"06";0,00;"500";"04061090";0,00;
33206;"7891962014982";"BISCOITO CREAM CRACKER BAUDUCCO 200G";"49";0,00;"49";0,00;"102";"19053100";0,00;
33400;"7896269694011";"ESCOVA DENTAL PREDENT VIAGEM MACIA";"04";0,00;"04";0,00;"102";"96032100";0,00;
32634;"7891109146385";"HAVAIANA TRADICIONAL AZUL 39/40";"49";0,00;"49";0,00;"102";"64022000";7,00;
710;"7893694026318";"GEL FIXADOR KANECHOM AZUL 230G";"04";0,00;"04";0,00;"500";"33059000";0,00;
723;"7896806700014";"LEITE ROSAS TRADICIONAL 60ML";"04";0,00;"04";0,00;"500";"33072010";0,00;
724;"7896806700021";"LEITE ROSAS 100ML";"04";0,00;"04";0,00;"500";"33072010";0,00;
725;"7896806700038";"LEITE ROSAS 170ML";"04";0,00;"04";0,00;"500";"33072010";0,00;
760;"7896014125401";"TINTURA GARNIER";"04";0,00;"04";0,00;"500";"33059000";0,00;
762;"7896014125265";"TINTURA GARNIER NUTRISSE 30";"04";0,00;"04";0,00;"500";"33059000";0,00;
763;"7896014125289";"TINTURA GARNIER NUTRISSE 40";"04";0,00;"04";0,00;"500";"33059000";0,00;
768;"7501007454788";"KOLESTON CASTANHO ESCURO 30";"04";0,00;"04";0,00;"500";"33059000";0,00;
796;"7896806700076";"TALCO BARLA 140G";"04";0,00;"04";0,00;"500";"33049100";0,00;
797;"7896806700069";"TALCO BARLA 80G";"04";0,00;"04";0,00;"500";"33049100";0,00;
808;"7896512904089";"TALCO ANTISSEPTICO GRANADO 100G";"04";0,00;"04";0,00;"500";"30049099";0,00;
814;"7898907053013";"REPARADOR DE PONTAS OIL 30ML";"49";0,00;"49";0,00;"102";"27101991";0,00;
36728;"7898202616418";"COLHER REFEICAO FORTE STRAWPLAST C/50";"49";0,00;"49";0,00;"500";"39241000";0,00;
818;"7891134004018";"DESODORANTE ALMA FLORES 90ML";"04";0,00;"04";0,00;"500";"33072010";0,00;
835;"7791969016029";"DESODORANTE AERO NIVEA DRY IMPACT 150ML";"04";0,00;"04";0,00;"500";"33072010";0,00;
841;"7896049508514";"DESODORANTE TABU CREME 55G";"04";0,00;"04";0,00;"500";"33072090";0,00;
33402;"7899441525653";"ESCOVA DENTAL SQ 42 MEDIA ADULTO";"04";0,00;"04";0,00;"102";"96032100";0,00;
856;"7898902947010";"VASSOURA ITAPERUNA";"49";0,00;"49";0,00;"102";"96031000";0,00;
874;"0000078907850";"HIDRAT. PAIXAO INSPIRADORA 200ML";"04";0,00;"04";0,00;"500";"33072090";0,00;
875;"0000078914971";"HIDRATANTE PAIXAO 200ML";"49";0,00;"49";0,00;"500";"33072090";0,00;
876;"0000078914957";"HIDRAT. PAIXAO IRRESISTIVEL 200ML";"04";0,00;"04";0,00;"500";"33072090";0,00;
879;"0000078907874";"OLEO PAIXAO INSPIRADORA  200ML";"04";0,00;"04";0,00;"500";"33072090";0,00;
897;"7891528016511";"ESCOVA DENTE SOR. DURA";"04";0,00;"04";0,00;"102";"96032100";0,00;
900;"7891528016504";"ESCOVA DENTE SORRISO";"04";0,00;"04";0,00;"102";"96032100";0,00;
935;"7891060679724";"ALICATE MUNDIAL";"49";0,00;"49";0,00;"500";"82142000";0,00;
951;"7896090400034";"SABONETE FRANCIS ROSAS DE PROVENCE";"49";0,00;"49";0,00;"102";"34011190";0,00;
952;"7896090400027";"SABONETE FRANCIS CEREJEIRA DO ORIENTE";"49";0,00;"49";0,00;"102";"34011190";0,00;
953;"7896090403134";"SABONETE FRANCIS JASMIM DO NILO";"49";0,00;"49";0,00;"102";"34011190";0,00;
954;"7896090403127";"SABONETE FRANCIS CLASSICO 90G";"49";0,00;"49";0,00;"102";"34011190";0,00;
31319;"0000078935655";"CIGARRO GIFT BRANCO";"06";0,00;"06";0,00;"102";"24022000";0,00;
972;"7891024110300";"SABONETE PALMOLIVE KARITE 150G";"49";0,00;"49";0,00;"102";"34011190";0,00;
982;"7891038353106";"SABONETE LUX 90G";"49";0,00;"49";0,00;"102";"34011190";0,00;
985;"7891038352109";"SABONETE LUX 90G";"49";0,00;"49";0,00;"102";"34011190";0,00;
22109;"7891000104101";"NESQUIK NESTLE 380G";"49";0,00;"49";0,00;"102";"21069010";0,00;
988;"7501009222729";"PRESTOBARBA ULT.GRIP UN.";"49";0,00;"49";0,00;"500";"82121020";0,00;
991;"7891020000018";"LINHA BRANCA";"49";0,00;"49";0,00;"102";"54011012";0,00;
31321;"7898625851625";"GALAO PLASTICO C/ALCA 1.8L";"49";0,00;"49";0,00;"102";"39233090";0,00;
1086;"7898442720296";"SAQUINHO P/ SACOLE BRINK BEM";"49";0,00;"49";0,00;"102";"39232190";0,00;
1087;"7898442720029";"SACO P/ HAMBURGUER";"49";0,00;"49";0,00;"102";"39232110";0,00;
1088;"7898442720258";"SACO PIPOCA";"49";0,00;"49";0,00;"102";"48195000";0,00;
1089;"7898442720012";"SACO HOT-DOG";"49";0,00;"49";0,00;"102";"39232110";0,00;
1090;"7898442720081";"PAPEL BALA BRANCA";"49";0,00;"49";0,00;"102";"48239099";0,00;
1091;"7898442720104";"PAPEL BALA VERDE";"49";0,00;"49";0,00;"500";"48025499";0,00;
1092;"7898442720036";"PAPEL BALA AZUL C/48 BRINK BEM";"49";0,00;"49";0,00;"500";"48025499";0,00;
1094;"7898442720999";"FOLHA POLLY 80X100 VERMELHA";"";0,00;"";0,00;"102";"33061000";0,00;
31325;"7899768071130";"BOMBONIERE LYOR ABACAXI";"49";0,00;"49";0,00;"500";"70134900";0,00;
1105;"7898442720630";"FORMINHA N5 AZUL";"";0,00;"";0,00;"102";"48236900";0,00;
1108;"7898442720166";"FORMINHA N5 ROSA";"49";0,00;"49";0,00;"102";"48195000";0,00;
1124;"7891000268506";"NESTON VITAMINA MAMAO 400G";"49";0,00;"49";0,00;"102";"11042900";0,00;
1125;"7891000268100";"NESTON VITAMINA MORANGO 400G";"49";0,00;"49";0,00;"102";"11042900";0,00;
1127;"7891000001080";"LEITE NINHO COM PREBIO  FASES 1+";"49";0,00;"49";0,00;"500";"19011010";0,00;
1143;"7894321711171";"TODDY ORIGINAL 200G";"49";0,00;"49";0,00;"500";"18069000";0,00;
1144;"7892840819507";"TODDY LATA 370G";"49";0,00;"49";0,00;"500";"18069000";0,00;
1158;"7891000100103";"LEITE CONDENSADO NESTLE MOCA LT. 395G";"49";0,00;"49";0,00;"102";"04029900";0,00;
1159;"7891000120101";"CREME LEITE NESTLE LT 300G";"06";0,00;"06";0,00;"102";"04015029";0,00;
1160;"7891000126905";"CREME LEITE NESTLE 200G";"49";0,00;"49";0,00;"102";"04015021";0,00;
1163;"7896035301211";"GELEIA DE MOCOTO NATURAL ARISCO 220G";"49";0,00;"49";0,00;"500";"20079910";0,00;
1164;"7898394321053";"GELEIA MOCOTO NATURAL DUCOPO 180G";"49";0,00;"49";0,00;"102";"21069090";0,00;
1166;"7896292300064";"GOIABADA PREDILECTA 1KG";"49";0,00;"49";0,00;"500";"20079990";0,00;
1170;"7894000010038";"MAIZENA 1KG";"49";0,00;"49";0,00;"102";"11081200";0,00;
1171;"7894000010021";"MAIZENA 500G";"49";0,00;"49";0,00;"102";"11081200";0,00;
1172;"7894000010014";"MAIZENA 200G";"49";0,00;"49";0,00;"102";"11081200";0,00;
1175;"7891098000026";"MATTE LEAO 100G";"49";0,00;"49";0,00;"500";"09030090";0,00;
1177;"7891098000163";"CHA LEAO FUZE CAMOMILA 10G";"49";0,00;"49";0,00;"500";"12119090";0,00;
1178;"7891098001504";"CHA ERVA DOCE 16G";"49";0,00;"49";0,00;"102";"09096290";0,00;
1179;"7891098000156";"CHA LEAO CAPIM CIDREIRA 10G";"49";0,00;"49";0,00;"500";"21012010";0,00;
1184;"7898409957970";"FERMENTO BIOLOGICO FLEISCHMANN";"49";0,00;"49";0,00;"102";"21021090";0,00;
1202;"7891000008119";"CEREAL NESCAU NESTLE 270G";"49";0,00;"49";0,00;"500";"19041000";0,00;
1204;"7896005271599";"BOLO BOA SORTE CHOCOLATE 400G";"49";0,00;"49";0,00;"102";"19012090";0,00;
1207;"7896005271582";"BOLO BOA SORTE  BAUNILHA";"49";0,00;"49";0,00;"102";"19012090";0,00;
1209;"7891089064884";"COCO RALADO LA PREFERIDA 100G";"49";0,00;"49";0,00;"102";"08011100";0,00;
1213;"7898370100320";"LEITE DE COCO NORDESTE 200ML";"49";0,00;"49";0,00;"500";"20098990";0,00;
1218;"7896310602033";"DOCE DE LEITE XAMEGO 400G";"49";0,00;"49";0,00;"102";"19019090";0,00;
1222;"7898272250017";"MOLHO PICANTE CASCUDAO 150ML";"49";0,00;"49";0,00;"500";"21039091";0,00;
1232;"7894000050034";"MAIONESE HELLMANN S PET 500G";"49";0,00;"49";0,00;"500";"21039011";0,00;
1233;"7894000050027";"MAIONESE HELLMANN S 250G";"49";0,00;"49";0,00;"500";"21039011";0,00;
1235;"7891089100025";"AZEITONA LA VIOLETERA C/CAROCO 320G";"49";0,00;"49";0,00;"500";"20057000";0,00;
1238;"7898174850322";"AZEITONA TIO PACO COPO 100G";"49";0,00;"49";0,00;"500";"20057000";0,00;
1248;"7891000502303";"AMACIANTE DE CARNE MAGGI 120G";"49";0,00;"49";0,00;"102";"35079026";0,00;
1249;"7891000502204";"TEMPERO PARA CARNES MAGGI 85G/120G";"49";0,00;"49";0,00;"500";"21039021";0,00;
1250;"7891000502105";"MAGGI FONDOR 120G";"49";0,00;"49";0,00;"500";"21039021";0,00;
22111;"7891000101926";"NESCAU NESTLE 270ML";"49";0,00;"49";0,00;"500";"22029900";0,00;
1256;"7891132019038";"TEMPERO SABOR AMI S/ PIMENTA 300G";"49";0,00;"49";0,00;"500";"21039021";0,00;
1267;"5601252231058";"AZEITE GALLO COMUM LATA 200ML";"49";0,00;"49";0,00;"500";"15092000";0,00;
1271;"7891095300488";"FAROFA TRADICIONAL YOKI 500G";"49";0,00;"49";0,00;"102";"19019090";0,00;
1276;"7896016500268";"POLVILHO AZEDO GRANFINO 500G";"49";0,00;"49";0,00;"102";"35051000";0,00;
1277;"7896016500275";"POLVILHO DOCE GRANFINO 500G";"49";0,00;"49";0,00;"102";"11081400";0,00;
1278;"7896016501098";"TRIGO P/KIBE GRANFINO 500G";"49";0,00;"49";0,00;"102";"19043000";0,00;
1280;"7896016501753";"FARINHA DE TAPIOCA GRANFINO 500G";"49";0,00;"49";0,00;"102";"19030000";0,00;
1281;"7896016500909";"FARINHA DE ROSCA GRANFINO 500G";"06";0,00;"06";0,00;"500";"19059090";0,00;
1282;"7898141890139";"CANJICA BRANCA KI-SAI 500G";"49";0,00;"49";0,00;"102";"11042300";0,00;
1283;"7896016501739";"MILHO DE PIPOCA GRANFINO 500G";"49";0,00;"49";0,00;"102";"10059010";0,00;
32985;"7896327511335";"MISTURA PARA BOLO APTI BAUNILHA 400G";"49";0,00;"49";0,00;"102";"19012090";0,00;
1294;"7898141890092";"ALPISTE KI-SAI 500G";"49";0,00;"49";0,00;"102";"10083090";0,00;
1298;"7896855901431";"VINHO PERGOLA BRANCO SUAVE 1L";"49";0,00;"49";0,00;"500";"22042100";0,00;
1304;"7891000528808";"MAGGI CALDO DE GALINHA 126G";"49";0,00;"49";0,00;"102";"21041011";0,00;
1313;"7891000529003";"MAGGI CALDO DE CARNE 126G";"49";0,00;"49";0,00;"102";"21041011";0,00;
32986;"7896327511984";"MISTURA PARA BOLO APTI CHOCOLATE 400G";"49";0,00;"49";0,00;"102";"19012090";0,00;
1322;"7891132019403";"SAZON LEGUMES 60G";"49";0,00;"49";0,00;"500";"21039021";0,00;
1323;"7891132000449";"SAZON TEMPERO PARA ARROZ";"49";0,00;"49";0,00;"500";"21039021";0,00;
1324;"7891132019717";"TEMPERO PARA MASSAS E MOLHO SAZON 60G";"49";0,00;"49";0,00;"500";"21039021";0,00;
1325;"7891132019274";"SAZON PARA AVES 60G";"49";0,00;"49";0,00;"500";"21039021";0,00;
34644;"7898430869877";"SALSICHA BORDON AO MOLHO 300G";"49";0,00;"49";0,00;"102";"16010000";0,00;
1330;"7891000582008";"SOPAO MAGGI GAL.200G";"49";0,00;"49";0,00;"102";"21041011";0,00;
1331;"7891000538500";"CREME DE CEBOLA MAGGI 68G";"49";0,00;"49";0,00;"102";"21041011";0,00;
1337;"7892300030565";"OLEO GIRASSOL SINHA 900ML";"49";0,00;"49";0,00;"500";"15121911";0,00;
1338;"7892300030015";"OLEO MILHO SINHA 900ML";"49";0,00;"49";0,00;"500";"15152910";0,00;
1340;"7896036090244";"OLEO DE SOJA LIZA 900ML";"49";0,00;"49";0,00;"102";"15079011";0,00;
1347;"7896763200046";"CAFE LUANA 250G";"";0,00;"";0,00;"102";"09012100";0,00;
1352;"7898133670039";"CAFE KE-SAI 250G";"49";0,00;"49";0,00;"102";"09012100";0,00;
1353;"7898133670015";"CAFE PATUSCO TRADICIONAL 250G";"49";0,00;"49";0,00;"102";"09012100";0,00;
1354;"7898007090024";"CAFE GONCALVES 250G";"49";0,00;"49";0,00;"102";"09012100";0,00;
1356;"7896089011982";"CAFE PILAO 250G";"49";0,00;"49";0,00;"102";"09012100";0,00;
1365;"7896085052163";"BISCOITO MAIZENA ZABET 400G";"49";0,00;"49";0,00;"102";"19053100";0,00;
1368;"7896213006235";"BISCOITO VITARELLA CREAM CRACKER 350G";"49";0,00;"49";0,00;"102";"19053100";0,00;
1378;"7896011102597";"BISCOITO DE LEITE PARATI 370G";"49";0,00;"49";0,00;"102";"19053100";0,00;
1379;"7896011102580";"BISCOITO PARATI DE MAIZENA 370G";"49";0,00;"49";0,00;"102";"19053100";0,00;
1380;"7896011102566";"BISCOITO PARATI AGUA SAL 370G";"49";0,00;"49";0,00;"102";"19053100";0,00;
1381;"7896011102573";"BISCOITO CREAM CRACKER PARATI 370G";"49";0,00;"49";0,00;"102";"19053100";0,00;
1388;"7891340303233";"WAFER LOOK CHOCOLATE 55G";"49";0,00;"49";0,00;"500";"19053200";0,00;
1419;"7896024720382";"BISCOITO PIRAQUE PRESUNTINHO 100G";"49";0,00;"49";0,00;"500";"19053100";0,00;
1420;"7896024723567";"BISCOITO GOIABINHA PIRAQUE 75G";"49";0,00;"49";0,00;"500";"19053100";0,00;
1425;"7896011102702";"ROSQUINHA PARATI LEITE 335G";"49";0,00;"49";0,00;"500";"19053100";0,00;
1426;"7896011102696";"ROSQUINHA COCO PARATI 335G";"49";0,00;"49";0,00;"500";"19053100";0,00;
33473;"7896024760364";"BISCOITO RECH PIRAQUE MORANGO 160G";"49";0,00;"49";0,00;"500";"19053100";0,00;
1431;"7896000554369";"SUCO MAGUARY CAJU 500ML";"49";0,00;"49";0,00;"102";"21069010";0,00;
1433;"7896000556066";"SUCO MAGUARY UVA 500ML";"49";0,00;"49";0,00;"102";"21069010";0,00;
32244;"7896011106939";"MACARRAO INTEGRAL PARATI 500G";"";0,00;"";0,00;"102";"19021900";0,00;
1451;"7896011127026";"SUCO TRINK PESSEGO";"49";0,00;"49";0,00;"102";"21069010";0,00;
1452;"7896011127293";"SUCO TRINK MANGA";"49";0,00;"49";0,00;"102";"21069010";0,00;
1453;"7896011127422";"SUCO TRINK MORANGO";"49";0,00;"49";0,00;"102";"21069010";0,00;
1455;"7896011127033";"SUCO TRINK 25G";"49";0,00;"49";0,00;"102";"21069010";0,00;
